unique_id,Painting,"On a scale of 1–10, how intense is the emotion conveyed by the artwork?",Describe how this painting makes you feel.,This art piece makes me feel sombre.,This art piece makes me feel content.,This art piece makes me feel calm.,This art piece makes me feel uneasy.,How many prominent colours do you notice in this painting?,How many objects caught your eye in the painting?,How much (in Canadian dollars) would you be willing to pay for this painting?,"If you could purchase this painting, which room would you put that painting in?","If you could view this art in person, who would you want to view it with?",What season does this art piece remind you of?,"If this painting was a food, what would be?",Imagine a soundtrack for this painting. Describe that soundtrack without naming any objects in the painting.,text_all
268,The Water Lily Pond,,,,,,,,,,,,,,,
269,The Water Lily Pond,,,,,,,,,,,,,,,
270,The Water Lily Pond,,,,,,,,,,,,,,,
271,The Water Lily Pond,5.0,uplifting and happy.,1.0,5.0,4.0,1.0,3.0,1.0,200.0,"bedroom,living room","by yourself,coworkers/classmates,family members,friends",spring,a cake.,calm but upbeat and bright jazz song. a song that you fall in love with.,"uplifting and happy. a cake. calm but upbeat and bright jazz song. a song that you fall in love with. bedroom,living room by yourself,coworkers/classmates,family members,friends spring"
272,The Water Lily Pond,2.0,calm and soothing.,3.0,4.0,5.0,1.0,1.0,2.0,50.0,"bathroom,bedroom,dining room,living room,office","by yourself,family members","spring,summer",salad,a nice soothing breeze with a light music.,"calm and soothing. salad a nice soothing breeze with a light music. bathroom,bedroom,dining room,living room,office by yourself,family members spring,summer"
273,The Water Lily Pond,7.5,"the painting makes me feel fresh, delightful and positive.",5.0,5.0,5.0,1.0,2.0,1.0,46.0,"bedroom,dining room,living room","by yourself,family members,friends","spring,summer",sugarcane.,"a really nice and peaceful morning alarm, that would put you in a good mood for the rest of the day.","the painting makes me feel fresh, delightful and positive. sugarcane. a really nice and peaceful morning alarm, that would put you in a good mood for the rest of the day. bedroom,dining room,living room by yourself,family members,friends spring,summer"
274,The Water Lily Pond,5.0,i was overwhelmed by all the green.,3.0,3.0,2.0,4.0,1.0,2.0,500.0,office,coworkers/classmates,summer,appetizer,guitar song,i was overwhelmed by all the green. appetizer guitar song office coworkers/classmates summer
275,The Water Lily Pond,10.0,"calm, content, relaxed, safe, comfortable.",1.0,5.0,5.0,1.0,1.0,1.0,200.0,"bathroom,bedroom,dining room,living room,office","by yourself,coworkers/classmates,family members,friends,strangers",summer,fruit salad,"slow beat, lofi style, reverb, slow melody on a string quartet.","calm, content, relaxed, safe, comfortable. fruit salad slow beat, lofi style, reverb, slow melody on a string quartet. bathroom,bedroom,dining room,living room,office by yourself,coworkers/classmates,family members,friends,strangers summer"
276,The Water Lily Pond,9.0,happy,1.0,5.0,5.0,1.0,1.0,1.0,300.0,living room,friends,spring,sushi,love song,happy sushi love song living room friends spring
277,The Water Lily Pond,7.0,"peaceful, happy, and at ease.",2.0,5.0,5.0,1.0,2.0,1.0,200.0,office,"family members,friends",spring,salad,a joyful band with string instruments.,"peaceful, happy, and at ease. salad a joyful band with string instruments. office family members,friends spring"
278,The Water Lily Pond,5.0,i feel calm,5.0,2.0,5.0,2.0,5.0,1.0,500.0,"bedroom,dining room",by yourself,spring,matcha cake,sound of flowing water,"i feel calm matcha cake sound of flowing water bedroom,dining room by yourself spring"
279,The Water Lily Pond,8.0,warm and quiet,5.0,5.0,5.0,2.0,7.0,3.0,70000000000.0,dining room,family members,"spring,summer",salad,white noise,"warm and quiet salad white noise dining room family members spring,summer"
280,The Water Lily Pond,3.0,"at a pond, calm",3.0,4.0,5.0,1.0,1.0,1.0,1.0,office,coworkers/classmates,spring,a salad,spring by vivaldi,"at a pond, calm a salad spring by vivaldi office coworkers/classmates spring"
281,The Water Lily Pond,1.0,busy,5.0,1.0,1.0,5.0,10.0,1.0,5.0,bathroom,by yourself,spring,shrimp,strong bgm,busy shrimp strong bgm bathroom by yourself spring
282,The Water Lily Pond,6.0,like i am taking a stroll in the park,1.0,5.0,5.0,1.0,2.0,2.0,20.0,"bathroom,bedroom,dining room,living room,office","by yourself,family members,friends","spring,summer",toast and a fried egg,"an upbeat, pop-like song. something that would be played on the radio","like i am taking a stroll in the park toast and a fried egg an upbeat, pop-like song. something that would be played on the radio bathroom,bedroom,dining room,living room,office by yourself,family members,friends spring,summer"
283,The Water Lily Pond,6.0,"it makes me feel very nostalgic, reminds me of my childhood.",5.0,3.0,4.0,2.0,2.0,1.0,1000.0,office,family members,spring,"pizza, specifically from pizza pizza",water flowing sounds.,"it makes me feel very nostalgic, reminds me of my childhood. pizza, specifically from pizza pizza water flowing sounds. office family members spring"
284,The Water Lily Pond,5.0,beautiful and content and relaxed and happy,4.0,5.0,5.0,1.0,2.0,2.0,80.0,"dining room,living room","family members,friends","spring,summer",croissant,birds chirping and a beautiful piano instrumental and violin,"beautiful and content and relaxed and happy croissant birds chirping and a beautiful piano instrumental and violin dining room,living room family members,friends spring,summer"
285,The Water Lily Pond,3.0,the painting makes me feel happy and motivated,1.0,4.0,4.0,2.0,1.0,2.0,500.0,living room,"by yourself,family members,friends","spring,summer",pizza,upbeat track with a melody that is gentle and calm,"the painting makes me feel happy and motivated pizza upbeat track with a melody that is gentle and calm living room by yourself,family members,friends spring,summer"
286,The Water Lily Pond,8.0,"happy, fresh",4.0,5.0,5.0,2.0,5.0,5.0,65.0,"bedroom,living room,office","by yourself,family members","spring,summer",salad,chilled out slow song,"happy, fresh salad chilled out slow song bedroom,living room,office by yourself,family members spring,summer"
287,The Water Lily Pond,9.0,"it makes me feel happy, relaxed",1.0,5.0,3.0,2.0,4.0,2.0,20.0,"bedroom,dining room,living room,office","by yourself,family members,friends","spring,summer",a fresh apple,a happy piano accompaniment with a flute melody,"it makes me feel happy, relaxed a fresh apple a happy piano accompaniment with a flute melody bedroom,dining room,living room,office by yourself,family members,friends spring,summer"
288,The Water Lily Pond,8.0,"happy, alive, joyful",1.0,3.0,5.0,3.0,3.0,2.0,3.0,bathroom,friends,spring,fish,"cinematic, nature, joyful","happy, alive, joyful fish cinematic, nature, joyful bathroom friends spring"
289,The Water Lily Pond,10.0,"this serene scene fills me with peace and joy; the lush greens and gentle reflections make me feel calm, rejuvenated, and connected to nature.",1.0,5.0,5.0,2.0,6.0,8.0,600000.0,living room,friends,spring,"a fresh garden salad with crisp greens, edible flowers, and a light sweet vinaigrette, refreshing and full of natural flavors.","a gentle flowing melody with soft strings and piano, evoking the ripples and serene ambiance of a peaceful pond, with light notes that shimmer like sunlight on water.","this serene scene fills me with peace and joy; the lush greens and gentle reflections make me feel calm, rejuvenated, and connected to nature. a fresh garden salad with crisp greens, edible flowers, and a light sweet vinaigrette, refreshing and full of natural flavors. a gentle flowing melody with soft strings and piano, evoking the ripples and serene ambiance of a peaceful pond, with light notes that shimmer like sunlight on water. living room friends spring"
290,The Water Lily Pond,8.0,happy and hopeful. it makes me reflect on all the little things in life and what brings me joy. it also makes me calm.,2.0,4.0,5.0,1.0,2.0,2.0,10000.0,"bathroom,living room","coworkers/classmates,family members,friends,strangers",summer,a fruit salad with lots of strawberries.,happy guitar strumming. light and fun drums. joyful piano. upbeat harping,"happy and hopeful. it makes me reflect on all the little things in life and what brings me joy. it also makes me calm. a fruit salad with lots of strawberries. happy guitar strumming. light and fun drums. joyful piano. upbeat harping bathroom,living room coworkers/classmates,family members,friends,strangers summer"
291,The Water Lily Pond,6.0,happy,1.0,4.0,5.0,1.0,2.0,1.0,75.0,"bathroom,bedroom,dining room,living room,office","by yourself,coworkers/classmates,family members,friends,strangers","spring,summer",pizza,a bright and gleeful song.,"happy pizza a bright and gleeful song. bathroom,bedroom,dining room,living room,office by yourself,coworkers/classmates,family members,friends,strangers spring,summer"
292,The Water Lily Pond,8.0,this painting makes me feel warm and at peaceful.,1.0,5.0,5.0,1.0,2.0,4.0,70.0,"bedroom,living room","family members,friends",spring,salad,a soundtrack made of the sound of animals and bugs in nature.,"this painting makes me feel warm and at peaceful. salad a soundtrack made of the sound of animals and bugs in nature. bedroom,living room family members,friends spring"
293,The Water Lily Pond,8.0,the painting makes me feel happy and relaxed as i enjoy familiar vibrant colours and an atmosphere that is reminiscent of good times.,1.0,5.0,5.0,1.0,3.0,1.0,100.0,"bathroom,bedroom","family members,friends,strangers","spring,summer",mexican tacos.,"it would sound like soft waves of music moving slowly, with gentle notes that feel calm and thoughtful. the mood would be peaceful, like watching time drift by without needing to rush.","the painting makes me feel happy and relaxed as i enjoy familiar vibrant colours and an atmosphere that is reminiscent of good times. mexican tacos. it would sound like soft waves of music moving slowly, with gentle notes that feel calm and thoughtful. the mood would be peaceful, like watching time drift by without needing to rush. bathroom,bedroom family members,friends,strangers spring,summer"
294,The Water Lily Pond,8.0,"calm, like i can rest and observe the world around me, and content to be present in the scene.",2.0,5.0,5.0,1.0,1.0,3.0,5000.0,"bathroom,bedroom,dining room,office","by yourself,friends","spring,summer","a sweet, melting popsicle.","a lo-fi piano track, interspersed with ambient birdsong and the sounds of people far away.","calm, like i can rest and observe the world around me, and content to be present in the scene. a sweet, melting popsicle. a lo-fi piano track, interspersed with ambient birdsong and the sounds of people far away. bathroom,bedroom,dining room,office by yourself,friends spring,summer"
295,The Water Lily Pond,4.0,it makes me feel calm and zen.,2.0,4.0,4.0,2.0,2.0,1.0,15.0,"bathroom,bedroom","by yourself,coworkers/classmates,family members,friends,strangers","spring,summer",macaroni and cheese,calm music filled with the sounds of nature,"it makes me feel calm and zen. macaroni and cheese calm music filled with the sounds of nature bathroom,bedroom by yourself,coworkers/classmates,family members,friends,strangers spring,summer"
296,The Water Lily Pond,6.0,"safe, happy.",1.0,4.0,4.0,2.0,5.0,4.0,100.0,"bathroom,dining room,living room,office","by yourself,coworkers/classmates,family members,friends,strangers","spring,summer",a salad.,a happy piano.,"safe, happy. a salad. a happy piano. bathroom,dining room,living room,office by yourself,coworkers/classmates,family members,friends,strangers spring,summer"
